holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,year,hour,day_of_week,day_of_month,month_name,is_weekend,day_type,month_year
No Holiday,265.81,0.0,0.0,90,snow,light snow,2018-02-20 09:00:00,4707,2,2018,9,1,20,February,False,Weekday,2018-02
No Holiday,265.49,0.0,0.0,90,snow,light snow,2018-02-20 10:00:00,4062,2,2018,10,1,20,February,False,Weekday,2018-02
No Holiday,265.49,0.0,0.0,90,mist,mist,2018-02-20 10:00:00,4062,2,2018,10,1,20,February,False,Weekday,2018-02
No Holiday,265.49,0.0,0.0,90,drizzle,shower drizzle,2018-02-20 10:00:00,4062,2,2018,10,1,20,February,False,Weekday,2018-02
No Holiday,265.75,0.0,0.0,90,snow,light snow,2018-02-20 11:00:00,4058,2,2018,11,1,20,February,False,Weekday,2018-02
No Holiday,265.75,0.0,0.0,90,mist,mist,2018-02-20 11:00:00,4058,2,2018,11,1,20,February,False,Weekday,2018-02
No Holiday,265.95,0.0,0.0,90,snow,light snow,2018-02-20 12:00:00,4407,2,2018,12,1,20,February,False,Weekday,2018-02
No Holiday,265.79,0.0,0.0,90,snow,light snow,2018-02-20 13:00:00,4439,2,2018,13,1,20,February,False,Weekday,2018-02
No Holiday,266.35,0.0,0.0,90,snow,light snow,2018-02-20 14:00:00,4786,2,2018,14,1,20,February,False,Weekday,2018-02
No Holiday,266.35,0.0,0.0,90,clouds,overcast clouds,2018-02-20 15:00:00,5620,2,2018,15,1,20,February,False,Weekday,2018-02
No Holiday,266.43,0.0,0.0,75,clouds,broken clouds,2018-02-20 16:00:00,6471,2,2018,16,1,20,February,False,Weekday,2018-02
No Holiday,266.01,0.0,0.0,40,snow,light snow,2018-02-20 17:00:00,5888,2,2018,17,1,20,February,False,Weekday,2018-02
No Holiday,265.96,0.0,0.0,40,snow,light snow,2018-02-20 18:00:00,4226,2,2018,18,1,20,February,False,Weekday,2018-02
No Holiday,263.76,0.0,0.0,40,clouds,scattered clouds,2018-02-20 19:00:00,3012,2,2018,19,1,20,February,False,Weekday,2018-02
No Holiday,262.61,0.0,0.0,40,clouds,scattered clouds,2018-02-20 20:00:00,2601,2,2018,20,1,20,February,False,Weekday,2018-02
No Holiday,262.08,0.0,0.0,5,clear,sky is clear,2018-02-20 21:00:00,2591,2,2018,21,1,20,February,False,Weekday,2018-02
No Holiday,260.88,0.0,0.0,40,clouds,scattered clouds,2018-02-20 22:00:00,1592,2,2018,22,1,20,February,False,Weekday,2018-02
No Holiday,260.55,0.0,0.0,1,clear,sky is clear,2018-02-20 23:00:00,965,2,2018,23,1,20,February,False,Weekday,2018-02
No Holiday,260.15,0.0,0.0,1,clear,sky is clear,2018-02-21 00:00:00,516,2,2018,0,2,21,February,False,Weekday,2018-02
No Holiday,259.02,0.0,0.0,20,clouds,few clouds,2018-02-21 01:00:00,359,2,2018,1,2,21,February,False,Weekday,2018-02
No Holiday,258.42,0.0,0.0,1,clear,sky is clear,2018-02-21 02:00:00,237,2,2018,2,2,21,February,False,Weekday,2018-02
No Holiday,257.75,0.0,0.0,1,clear,sky is clear,2018-02-21 03:00:00,354,2,2018,3,2,21,February,False,Weekday,2018-02
No Holiday,257.08,0.0,0.0,1,clear,sky is clear,2018-02-21 04:00:00,886,2,2018,4,2,21,February,False,Weekday,2018-02
No Holiday,256.55,0.0,0.0,1,clear,sky is clear,2018-02-21 05:00:00,2858,2,2018,5,2,21,February,False,Weekday,2018-02
No Holiday,256.28,0.0,0.0,1,clear,sky is clear,2018-02-21 06:00:00,5569,2,2018,6,2,21,February,False,Weekday,2018-02
No Holiday,255.72,0.0,0.0,5,clear,sky is clear,2018-02-21 07:00:00,6045,2,2018,7,2,21,February,False,Weekday,2018-02
No Holiday,255.55,0.0,0.0,5,clear,sky is clear,2018-02-21 08:00:00,5638,2,2018,8,2,21,February,False,Weekday,2018-02
No Holiday,256.86,0.0,0.0,1,clear,sky is clear,2018-02-21 09:00:00,5062,2,2018,9,2,21,February,False,Weekday,2018-02
No Holiday,258.79,0.0,0.0,1,clear,sky is clear,2018-02-21 10:00:00,4553,2,2018,10,2,21,February,False,Weekday,2018-02
No Holiday,261.15,0.0,0.0,1,clear,sky is clear,2018-02-21 11:00:00,4837,2,2018,11,2,21,February,False,Weekday,2018-02
No Holiday,263.43,0.0,0.0,1,clear,sky is clear,2018-02-21 12:00:00,5091,2,2018,12,2,21,February,False,Weekday,2018-02
No Holiday,264.65,0.0,0.0,40,clouds,scattered clouds,2018-02-21 13:00:00,4632,2,2018,13,2,21,February,False,Weekday,2018-02
No Holiday,265.15,0.0,0.0,1,clear,sky is clear,2018-02-21 14:00:00,5130,2,2018,14,2,21,February,False,Weekday,2018-02
No Holiday,265.95,0.0,0.0,40,clouds,scattered clouds,2018-02-21 15:00:00,5364,2,2018,15,2,21,February,False,Weekday,2018-02
No Holiday,266.01,0.0,0.0,40,clouds,scattered clouds,2018-02-21 16:00:00,6795,2,2018,16,2,21,February,False,Weekday,2018-02
No Holiday,266.08,0.0,0.0,1,clear,sky is clear,2018-02-21 17:00:00,6282,2,2018,17,2,21,February,False,Weekday,2018-02
No Holiday,265.82,0.0,0.0,1,clear,sky is clear,2018-02-21 18:00:00,4583,2,2018,18,2,21,February,False,Weekday,2018-02
No Holiday,263.42,0.0,0.0,40,clouds,scattered clouds,2018-02-21 19:00:00,3356,2,2018,19,2,21,February,False,Weekday,2018-02
No Holiday,262.08,0.0,0.0,40,clouds,scattered clouds,2018-02-21 20:00:00,2959,2,2018,20,2,21,February,False,Weekday,2018-02
No Holiday,261.55,0.0,0.0,1,clear,sky is clear,2018-02-21 21:00:00,2471,2,2018,21,2,21,February,False,Weekday,2018-02
No Holiday,259.94,0.0,0.0,1,clear,sky is clear,2018-02-21 22:00:00,1749,2,2018,22,2,21,February,False,Weekday,2018-02
No Holiday,259.77,0.0,0.0,1,clear,sky is clear,2018-02-21 23:00:00,1029,2,2018,23,2,21,February,False,Weekday,2018-02
No Holiday,258.81,0.0,0.0,1,clear,sky is clear,2018-02-22 00:00:00,528,2,2018,0,3,22,February,False,Weekday,2018-02
No Holiday,257.82,0.0,0.0,1,clear,sky is clear,2018-02-22 01:00:00,338,2,2018,1,3,22,February,False,Weekday,2018-02
No Holiday,257.15,0.0,0.0,1,clear,sky is clear,2018-02-22 02:00:00,245,2,2018,2,3,22,February,False,Weekday,2018-02
No Holiday,256.22,0.0,0.0,1,clear,sky is clear,2018-02-22 03:00:00,339,2,2018,3,3,22,February,False,Weekday,2018-02
No Holiday,256.22,0.0,0.0,1,clear,sky is clear,2018-02-22 04:00:00,853,2,2018,4,3,22,February,False,Weekday,2018-02
No Holiday,256.21,0.0,0.0,1,clear,sky is clear,2018-02-22 05:00:00,2854,2,2018,5,3,22,February,False,Weekday,2018-02
No Holiday,257.28,0.0,0.0,1,clear,sky is clear,2018-02-22 06:00:00,5466,2,2018,6,3,22,February,False,Weekday,2018-02
No Holiday,259.08,0.0,0.0,1,clear,sky is clear,2018-02-22 07:00:00,6559,2,2018,7,3,22,February,False,Weekday,2018-02
No Holiday,260.22,0.0,0.0,75,clouds,broken clouds,2018-02-22 08:00:00,5837,2,2018,8,3,22,February,False,Weekday,2018-02
No Holiday,261.93,0.0,0.0,75,clouds,broken clouds,2018-02-22 09:00:00,5428,2,2018,9,3,22,February,False,Weekday,2018-02
No Holiday,264.64,0.0,0.0,90,clouds,overcast clouds,2018-02-22 10:00:00,4827,2,2018,10,3,22,February,False,Weekday,2018-02
No Holiday,266.86,0.0,0.0,90,clouds,overcast clouds,2018-02-22 11:00:00,5108,2,2018,11,3,22,February,False,Weekday,2018-02
No Holiday,267.81,0.0,0.0,90,clouds,overcast clouds,2018-02-22 12:00:00,4980,2,2018,12,3,22,February,False,Weekday,2018-02
No Holiday,268.95,0.0,0.0,90,clouds,overcast clouds,2018-02-22 13:00:00,5174,2,2018,13,3,22,February,False,Weekday,2018-02
No Holiday,270.22,0.0,0.0,90,clouds,overcast clouds,2018-02-22 14:00:00,5353,2,2018,14,3,22,February,False,Weekday,2018-02
No Holiday,271.15,0.0,0.0,90,clouds,overcast clouds,2018-02-22 15:00:00,6263,2,2018,15,3,22,February,False,Weekday,2018-02
No Holiday,271.35,0.0,0.0,90,clouds,overcast clouds,2018-02-22 16:00:00,6902,2,2018,16,3,22,February,False,Weekday,2018-02
No Holiday,271.49,0.0,0.0,90,snow,light snow,2018-02-22 17:00:00,5900,2,2018,17,3,22,February,False,Weekday,2018-02
No Holiday,271.33,0.0,0.0,90,snow,light snow,2018-02-22 18:00:00,4514,2,2018,18,3,22,February,False,Weekday,2018-02
No Holiday,270.92,0.0,0.0,90,snow,light snow,2018-02-22 19:00:00,3048,2,2018,19,3,22,February,False,Weekday,2018-02
No Holiday,270.02,0.0,0.0,90,snow,snow,2018-02-22 20:00:00,2736,2,2018,20,3,22,February,False,Weekday,2018-02
No Holiday,270.02,0.0,0.0,90,mist,mist,2018-02-22 20:00:00,2736,2,2018,20,3,22,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,snow,snow,2018-02-22 21:00:00,2247,2,2018,21,3,22,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,mist,mist,2018-02-22 21:00:00,2247,2,2018,21,3,22,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,snow,light snow,2018-02-22 22:00:00,1905,2,2018,22,3,22,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,mist,mist,2018-02-22 22:00:00,1905,2,2018,22,3,22,February,False,Weekday,2018-02
No Holiday,270.02,0.0,0.0,90,snow,heavy snow,2018-02-22 23:00:00,1372,2,2018,23,3,22,February,False,Weekday,2018-02
No Holiday,270.02,0.0,0.0,90,fog,fog,2018-02-22 23:00:00,1372,2,2018,23,3,22,February,False,Weekday,2018-02
No Holiday,270.02,0.0,0.0,90,mist,mist,2018-02-22 23:00:00,1372,2,2018,23,3,22,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,snow,heavy snow,2018-02-23 00:00:00,632,2,2018,0,4,23,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,mist,mist,2018-02-23 00:00:00,632,2,2018,0,4,23,February,False,Weekday,2018-02
No Holiday,269.86,0.0,0.0,90,fog,fog,2018-02-23 00:00:00,632,2,2018,0,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,snow,heavy snow,2018-02-23 01:00:00,390,2,2018,1,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,fog,fog,2018-02-23 01:00:00,390,2,2018,1,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,mist,mist,2018-02-23 01:00:00,390,2,2018,1,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,snow,snow,2018-02-23 02:00:00,309,2,2018,2,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,mist,mist,2018-02-23 02:00:00,309,2,2018,2,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,snow,snow,2018-02-23 03:00:00,368,2,2018,3,4,23,February,False,Weekday,2018-02
No Holiday,269.79,0.0,0.0,90,mist,mist,2018-02-23 03:00:00,368,2,2018,3,4,23,February,False,Weekday,2018-02
No Holiday,270.08,0.0,0.0,90,mist,mist,2018-02-23 04:00:00,830,2,2018,4,4,23,February,False,Weekday,2018-02
No Holiday,270.08,0.0,0.0,90,snow,light snow,2018-02-23 04:00:00,830,2,2018,4,4,23,February,False,Weekday,2018-02
No Holiday,270.01,0.0,0.0,90,mist,mist,2018-02-23 05:00:00,2451,2,2018,5,4,23,February,False,Weekday,2018-02
No Holiday,270.01,0.0,0.0,90,snow,light snow,2018-02-23 05:00:00,2451,2,2018,5,4,23,February,False,Weekday,2018-02
No Holiday,270.22,0.0,0.0,90,mist,mist,2018-02-23 06:00:00,4627,2,2018,6,4,23,February,False,Weekday,2018-02
No Holiday,270.22,0.0,0.0,90,snow,light snow,2018-02-23 06:00:00,4627,2,2018,6,4,23,February,False,Weekday,2018-02
No Holiday,270.22,0.0,0.0,90,mist,mist,2018-02-23 07:00:00,5240,2,2018,7,4,23,February,False,Weekday,2018-02
No Holiday,270.22,0.0,0.0,90,snow,light snow,2018-02-23 07:00:00,5240,2,2018,7,4,23,February,False,Weekday,2018-02
No Holiday,270.08,0.0,0.0,90,mist,mist,2018-02-23 08:00:00,4595,2,2018,8,4,23,February,False,Weekday,2018-02
No Holiday,270.28,0.0,0.0,90,mist,mist,2018-02-23 09:00:00,4413,2,2018,9,4,23,February,False,Weekday,2018-02
No Holiday,270.22,0.0,0.0,75,mist,mist,2018-02-23 10:00:00,4140,2,2018,10,4,23,February,False,Weekday,2018-02
No Holiday,271.15,0.0,0.0,90,mist,mist,2018-02-23 11:00:00,4183,2,2018,11,4,23,February,False,Weekday,2018-02
No Holiday,271.35,0.0,0.0,75,clouds,broken clouds,2018-02-23 12:00:00,4732,2,2018,12,4,23,February,False,Weekday,2018-02
No Holiday,271.62,0.0,0.0,40,clouds,scattered clouds,2018-02-23 13:00:00,4786,2,2018,13,4,23,February,False,Weekday,2018-02
No Holiday,272.51,0.0,0.0,1,clear,sky is clear,2018-02-23 14:00:00,5131,2,2018,14,4,23,February,False,Weekday,2018-02
No Holiday,272.72,0.0,0.0,20,clouds,few clouds,2018-02-23 15:00:00,5631,2,2018,15,4,23,February,False,Weekday,2018-02
No Holiday,272.62,0.0,0.0,5,clear,sky is clear,2018-02-23 16:00:00,6368,2,2018,16,4,23,February,False,Weekday,2018-02
No Holiday,272.43,0.0,0.0,20,clouds,few clouds,2018-02-23 17:00:00,5681,2,2018,17,4,23,February,False,Weekday,2018-02
No Holiday,271.44,0.0,0.0,5,clear,sky is clear,2018-02-23 18:00:00,4876,2,2018,18,4,23,February,False,Weekday,2018-02
No Holiday,269.44,0.0,0.0,5,clear,sky is clear,2018-02-23 19:00:00,3751,2,2018,19,4,23,February,False,Weekday,2018-02
No Holiday,268.15,0.0,0.0,5,clear,sky is clear,2018-02-23 20:00:00,3124,2,2018,20,4,23,February,False,Weekday,2018-02
No Holiday,266.68,0.0,0.0,5,mist,mist,2018-02-23 21:00:00,3015,2,2018,21,4,23,February,False,Weekday,2018-02
No Holiday,265.72,0.0,0.0,1,mist,mist,2018-02-23 22:00:00,2528,2,2018,22,4,23,February,False,Weekday,2018-02
No Holiday,264.29,0.0,0.0,1,fog,fog,2018-02-23 23:00:00,2105,2,2018,23,4,23,February,False,Weekday,2018-02
No Holiday,264.29,0.0,0.0,1,mist,mist,2018-02-23 23:00:00,2105,2,2018,23,4,23,February,False,Weekday,2018-02
No Holiday,263.01,0.0,0.0,1,fog,fog,2018-02-24 00:00:00,1043,2,2018,0,5,24,February,True,Weekend,2018-02
No Holiday,263.01,0.0,0.0,1,mist,mist,2018-02-24 00:00:00,1043,2,2018,0,5,24,February,True,Weekend,2018-02
No Holiday,261.15,0.0,0.0,1,mist,mist,2018-02-24 01:00:00,712,2,2018,1,5,24,February,True,Weekend,2018-02
No Holiday,261.15,0.0,0.0,1,haze,haze,2018-02-24 01:00:00,712,2,2018,1,5,24,February,True,Weekend,2018-02
No Holiday,259.41,0.0,0.0,1,mist,mist,2018-02-24 02:00:00,490,2,2018,2,5,24,February,True,Weekend,2018-02
No Holiday,259.41,0.0,0.0,1,fog,fog,2018-02-24 02:00:00,490,2,2018,2,5,24,February,True,Weekend,2018-02
No Holiday,259.41,0.0,0.0,1,haze,haze,2018-02-24 02:00:00,490,2,2018,2,5,24,February,True,Weekend,2018-02
No Holiday,257.42,0.0,0.0,40,mist,mist,2018-02-24 03:00:00,425,2,2018,3,5,24,February,True,Weekend,2018-02
No Holiday,257.42,0.0,0.0,40,fog,fog,2018-02-24 03:00:00,425,2,2018,3,5,24,February,True,Weekend,2018-02
No Holiday,257.42,0.0,0.0,40,haze,haze,2018-02-24 03:00:00,425,2,2018,3,5,24,February,True,Weekend,2018-02
No Holiday,256.76,0.0,0.0,1,mist,mist,2018-02-24 04:00:00,404,2,2018,4,5,24,February,True,Weekend,2018-02
No Holiday,256.76,0.0,0.0,1,fog,fog,2018-02-24 04:00:00,404,2,2018,4,5,24,February,True,Weekend,2018-02
No Holiday,255.93,0.0,0.0,1,mist,mist,2018-02-24 05:00:00,676,2,2018,5,5,24,February,True,Weekend,2018-02
No Holiday,255.93,0.0,0.0,1,fog,fog,2018-02-24 05:00:00,676,2,2018,5,5,24,February,True,Weekend,2018-02
No Holiday,255.93,0.0,0.0,1,haze,haze,2018-02-24 05:00:00,676,2,2018,5,5,24,February,True,Weekend,2018-02
No Holiday,255.38,0.0,0.0,1,mist,mist,2018-02-24 06:00:00,1119,2,2018,6,5,24,February,True,Weekend,2018-02
No Holiday,255.38,0.0,0.0,1,haze,haze,2018-02-24 06:00:00,1119,2,2018,6,5,24,February,True,Weekend,2018-02
No Holiday,255.38,0.0,0.0,1,fog,fog,2018-02-24 06:00:00,1119,2,2018,6,5,24,February,True,Weekend,2018-02
No Holiday,256.21,0.0,0.0,90,mist,mist,2018-02-24 07:00:00,1836,2,2018,7,5,24,February,True,Weekend,2018-02
No Holiday,256.21,0.0,0.0,90,haze,haze,2018-02-24 07:00:00,1836,2,2018,7,5,24,February,True,Weekend,2018-02
No Holiday,256.21,0.0,0.0,90,fog,fog,2018-02-24 07:00:00,1836,2,2018,7,5,24,February,True,Weekend,2018-02
No Holiday,256.21,0.0,0.0,90,snow,light snow,2018-02-24 07:00:00,1836,2,2018,7,5,24,February,True,Weekend,2018-02
No Holiday,257.44,0.0,0.0,1,fog,fog,2018-02-24 08:00:00,3018,2,2018,8,5,24,February,True,Weekend,2018-02
No Holiday,257.44,0.0,0.0,1,mist,mist,2018-02-24 08:00:00,3018,2,2018,8,5,24,February,True,Weekend,2018-02
No Holiday,257.44,0.0,0.0,1,snow,light snow,2018-02-24 08:00:00,3018,2,2018,8,5,24,February,True,Weekend,2018-02
No Holiday,257.44,0.0,0.0,1,haze,haze,2018-02-24 08:00:00,3018,2,2018,8,5,24,February,True,Weekend,2018-02
No Holiday,259.9,0.0,0.0,75,mist,mist,2018-02-24 09:00:00,3753,2,2018,9,5,24,February,True,Weekend,2018-02
No Holiday,259.9,0.0,0.0,75,fog,fog,2018-02-24 09:00:00,3753,2,2018,9,5,24,February,True,Weekend,2018-02
No Holiday,259.9,0.0,0.0,75,snow,snow,2018-02-24 09:00:00,3753,2,2018,9,5,24,February,True,Weekend,2018-02
No Holiday,263.3,0.0,0.0,1,mist,mist,2018-02-24 10:00:00,4373,2,2018,10,5,24,February,True,Weekend,2018-02
No Holiday,263.3,0.0,0.0,1,snow,light snow,2018-02-24 10:00:00,4373,2,2018,10,5,24,February,True,Weekend,2018-02
No Holiday,265.99,0.0,0.0,90,mist,mist,2018-02-24 11:00:00,4487,2,2018,11,5,24,February,True,Weekend,2018-02
No Holiday,267.45,0.0,0.0,75,mist,mist,2018-02-24 12:00:00,4938,2,2018,12,5,24,February,True,Weekend,2018-02
No Holiday,267.45,0.0,0.0,75,haze,haze,2018-02-24 12:00:00,4938,2,2018,12,5,24,February,True,Weekend,2018-02
No Holiday,269.53,0.0,0.0,75,haze,haze,2018-02-24 13:00:00,4744,2,2018,13,5,24,February,True,Weekend,2018-02
No Holiday,269.53,0.0,0.0,75,mist,mist,2018-02-24 13:00:00,4744,2,2018,13,5,24,February,True,Weekend,2018-02
No Holiday,270.36,0.0,0.0,90,haze,haze,2018-02-24 14:00:00,4831,2,2018,14,5,24,February,True,Weekend,2018-02
No Holiday,270.75,0.0,0.0,90,snow,snow,2018-02-24 15:00:00,3660,2,2018,15,5,24,February,True,Weekend,2018-02
No Holiday,270.75,0.0,0.0,90,mist,mist,2018-02-24 15:00:00,3660,2,2018,15,5,24,February,True,Weekend,2018-02
No Holiday,270.75,0.0,0.0,90,haze,haze,2018-02-24 15:00:00,3660,2,2018,15,5,24,February,True,Weekend,2018-02
No Holiday,270.55,0.0,0.0,90,snow,snow,2018-02-24 16:00:00,3247,2,2018,16,5,24,February,True,Weekend,2018-02
No Holiday,270.55,0.0,0.0,90,fog,fog,2018-02-24 16:00:00,3247,2,2018,16,5,24,February,True,Weekend,2018-02
No Holiday,270.55,0.0,0.0,90,snow,snow,2018-02-24 17:00:00,2709,2,2018,17,5,24,February,True,Weekend,2018-02
No Holiday,270.55,0.0,0.0,90,fog,fog,2018-02-24 17:00:00,2709,2,2018,17,5,24,February,True,Weekend,2018-02
No Holiday,271.02,0.0,0.0,90,snow,heavy snow,2018-02-24 18:00:00,2677,2,2018,18,5,24,February,True,Weekend,2018-02
No Holiday,271.02,0.0,0.0,90,fog,fog,2018-02-24 18:00:00,2677,2,2018,18,5,24,February,True,Weekend,2018-02
No Holiday,271.02,0.0,0.0,90,snow,heavy snow,2018-02-24 19:00:00,2338,2,2018,19,5,24,February,True,Weekend,2018-02
No Holiday,271.02,0.0,0.0,90,mist,mist,2018-02-24 19:00:00,2338,2,2018,19,5,24,February,True,Weekend,2018-02
No Holiday,271.02,0.0,0.0,90,fog,fog,2018-02-24 19:00:00,2338,2,2018,19,5,24,February,True,Weekend,2018-02
No Holiday,271.35,0.0,0.0,90,snow,heavy snow,2018-02-24 20:00:00,1520,2,2018,20,5,24,February,True,Weekend,2018-02
No Holiday,271.35,0.0,0.0,90,fog,fog,2018-02-24 20:00:00,1520,2,2018,20,5,24,February,True,Weekend,2018-02
No Holiday,271.48,0.0,0.0,90,snow,snow,2018-02-24 21:00:00,1686,2,2018,21,5,24,February,True,Weekend,2018-02
No Holiday,271.48,0.0,0.0,90,mist,mist,2018-02-24 21:00:00,1686,2,2018,21,5,24,February,True,Weekend,2018-02
No Holiday,271.48,0.0,0.0,90,fog,fog,2018-02-24 21:00:00,1686,2,2018,21,5,24,February,True,Weekend,2018-02
No Holiday,271.42,0.0,0.0,90,snow,light snow,2018-02-24 22:00:00,1786,2,2018,22,5,24,February,True,Weekend,2018-02
No Holiday,271.42,0.0,0.0,90,mist,mist,2018-02-24 22:00:00,1786,2,2018,22,5,24,February,True,Weekend,2018-02
No Holiday,271.44,0.0,0.0,90,snow,light snow,2018-02-24 23:00:00,1162,2,2018,23,5,24,February,True,Weekend,2018-02
No Holiday,271.44,0.0,0.0,90,mist,mist,2018-02-24 23:00:00,1162,2,2018,23,5,24,February,True,Weekend,2018-02
No Holiday,269.82,0.0,0.0,90,snow,light snow,2018-02-25 00:00:00,779,2,2018,0,6,25,February,True,Weekend,2018-02
No Holiday,269.82,0.0,0.0,90,mist,mist,2018-02-25 00:00:00,779,2,2018,0,6,25,February,True,Weekend,2018-02
No Holiday,267.84,0.0,0.0,90,mist,mist,2018-02-25 01:00:00,510,2,2018,1,6,25,February,True,Weekend,2018-02
No Holiday,267.84,0.0,0.0,90,snow,light snow,2018-02-25 01:00:00,510,2,2018,1,6,25,February,True,Weekend,2018-02
No Holiday,267.49,0.0,0.0,90,mist,mist,2018-02-25 02:00:00,381,2,2018,2,6,25,February,True,Weekend,2018-02
No Holiday,267.49,0.0,0.0,90,haze,haze,2018-02-25 02:00:00,381,2,2018,2,6,25,February,True,Weekend,2018-02
No Holiday,267.49,0.0,0.0,90,snow,light snow,2018-02-25 02:00:00,381,2,2018,2,6,25,February,True,Weekend,2018-02
No Holiday,265.94,0.0,0.0,90,haze,haze,2018-02-25 03:00:00,254,2,2018,3,6,25,February,True,Weekend,2018-02
No Holiday,265.94,0.0,0.0,90,mist,mist,2018-02-25 03:00:00,254,2,2018,3,6,25,February,True,Weekend,2018-02
No Holiday,265.94,0.0,0.0,90,snow,light snow,2018-02-25 03:00:00,254,2,2018,3,6,25,February,True,Weekend,2018-02
No Holiday,265.51,0.0,0.0,90,mist,mist,2018-02-25 04:00:00,251,2,2018,4,6,25,February,True,Weekend,2018-02
No Holiday,265.22,0.0,0.0,90,mist,mist,2018-02-25 05:00:00,407,2,2018,5,6,25,February,True,Weekend,2018-02
No Holiday,265.38,0.0,0.0,90,mist,mist,2018-02-25 06:00:00,723,2,2018,6,6,25,February,True,Weekend,2018-02
No Holiday,265.58,0.0,0.0,90,clouds,overcast clouds,2018-02-25 07:00:00,947,2,2018,7,6,25,February,True,Weekend,2018-02
No Holiday,264.75,0.0,0.0,90,clouds,overcast clouds,2018-02-25 08:00:00,1343,2,2018,8,6,25,February,True,Weekend,2018-02
No Holiday,264.82,0.0,0.0,1,clear,sky is clear,2018-02-25 09:00:00,2014,2,2018,9,6,25,February,True,Weekend,2018-02
No Holiday,265.55,0.0,0.0,1,snow,light snow,2018-02-25 10:00:00,2598,2,2018,10,6,25,February,True,Weekend,2018-02
No Holiday,266.61,0.0,0.0,40,snow,light snow,2018-02-25 11:00:00,3073,2,2018,11,6,25,February,True,Weekend,2018-02
No Holiday,267.88,0.0,0.0,40,clouds,scattered clouds,2018-02-25 12:00:00,3719,2,2018,12,6,25,February,True,Weekend,2018-02
No Holiday,269.65,0.0,0.0,75,clouds,broken clouds,2018-02-25 13:00:00,3840,2,2018,13,6,25,February,True,Weekend,2018-02
No Holiday,270.28,0.0,0.0,90,haze,haze,2018-02-25 14:00:00,3865,2,2018,14,6,25,February,True,Weekend,2018-02
No Holiday,271.08,0.0,0.0,90,clouds,overcast clouds,2018-02-25 15:00:00,3974,2,2018,15,6,25,February,True,Weekend,2018-02
No Holiday,271.61,0.0,0.0,75,clouds,broken clouds,2018-02-25 16:00:00,4262,2,2018,16,6,25,February,True,Weekend,2018-02
No Holiday,271.69,0.0,0.0,1,clear,sky is clear,2018-02-25 17:00:00,4131,2,2018,17,6,25,February,True,Weekend,2018-02
No Holiday,271.36,0.0,0.0,5,clear,sky is clear,2018-02-25 18:00:00,3759,2,2018,18,6,25,February,True,Weekend,2018-02
No Holiday,270.51,0.0,0.0,5,clear,sky is clear,2018-02-25 19:00:00,2950,2,2018,19,6,25,February,True,Weekend,2018-02
No Holiday,269.48,0.0,0.0,5,clear,sky is clear,2018-02-25 20:00:00,2604,2,2018,20,6,25,February,True,Weekend,2018-02
No Holiday,268.79,0.0,0.0,5,clear,sky is clear,2018-02-25 21:00:00,2507,2,2018,21,6,25,February,True,Weekend,2018-02
No Holiday,267.61,0.0,0.0,1,clear,sky is clear,2018-02-25 22:00:00,3097,2,2018,22,6,25,February,True,Weekend,2018-02
No Holiday,266.95,0.0,0.0,1,clear,sky is clear,2018-02-25 23:00:00,1239,2,2018,23,6,25,February,True,Weekend,2018-02
No Holiday,266.22,0.0,0.0,1,clear,sky is clear,2018-02-26 00:00:00,517,2,2018,0,0,26,February,False,Weekday,2018-02
No Holiday,265.51,0.0,0.0,1,clear,sky is clear,2018-02-26 01:00:00,348,2,2018,1,0,26,February,False,Weekday,2018-02
No Holiday,264.28,0.0,0.0,1,clear,sky is clear,2018-02-26 02:00:00,267,2,2018,2,0,26,February,False,Weekday,2018-02
No Holiday,263.79,0.0,0.0,1,mist,mist,2018-02-26 03:00:00,336,2,2018,3,0,26,February,False,Weekday,2018-02
No Holiday,263.62,0.0,0.0,1,clear,sky is clear,2018-02-26 04:00:00,902,2,2018,4,0,26,February,False,Weekday,2018-02
No Holiday,263.15,0.0,0.0,1,clear,sky is clear,2018-02-26 05:00:00,2665,2,2018,5,0,26,February,False,Weekday,2018-02
No Holiday,263.15,0.0,0.0,1,clear,sky is clear,2018-02-26 06:00:00,5186,2,2018,6,0,26,February,False,Weekday,2018-02
No Holiday,263.58,0.0,0.0,1,clear,sky is clear,2018-02-26 07:00:00,6034,2,2018,7,0,26,February,False,Weekday,2018-02
No Holiday,263.91,0.0,0.0,5,clear,sky is clear,2018-02-26 08:00:00,5602,2,2018,8,0,26,February,False,Weekday,2018-02
